county,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu,registed_car,2020_car,2021_car,2022_car,2023_car,2024_car,2025_car
"""13001""","""Appling""","""""",14.0,18440.0,6656.0,325294.77,61,75,42,25,31,16,36,44,26,9.92,0.54,1.98,2,2,23760,22830,24921,0,0,0,14710,14094,16330,11238,10758,12690,3466,3330,3634,6,6,6,7,7,7,1.8,0.7,0.16,0.02,1521,58,1658,87,162,6,3764,832,944,402,82,18,13178.88,13462.047827027027,13751.29993574288,14046.76705598384,14348.582726511064,14656.883355364476,14971.808281513526
"""13003""","""Atkinson""","""Douglas, GA""",6.0,8239.0,2880.0,219339.49,63,76,43,24,30,15,39,46,27,11.26,0.17,2.07,2,2,26779,25764,27876,0,0,0,15643,15015,17248,11731,11251,13177,3906,3758,4065,5,5,5,7,6,7,1.6,0.3,0.41,0.01,1395,52,1317,88,355,5,4180,807,933,469,78,22,5961.599999999999,6089.693837837837,6220.539962191381,6354.197510027655,6490.7268889593315,6630.18980454643,6772.649288184659
"""13005""","""Bacon""","""""",9.0,11201.0,3874.0,181814.08,65,79,42,27,33,16,38,46,26,9.7,0.58,1.94,2,2,23048,22029,24514,0,0,0,14359,13721,16171,10991,10502,12591,3362,3214,3575,6,5,6,7,7,7,2.2,0.6,0.14,0.02,1460,56,1450,87,157,7,3753,837,937,556,78,22,7515.5599999999995,7677.042978378378,7841.9956585894815,8010.492592334851,8182.609933170154,8358.425470923405,8538.018666852706
"""13007""","""Baker""","""""",4.0,3132.0,1425.0,218852.34,68,82,40,26,33,14,41,49,26,9.33,0.07,1.81,2,2,22489,21657,26098,0,0,0,13564,12924,16511,10279,9760,12700,3281,3159,3806,5,4,5,6,6,7,1.3,0.3,0.17,0.01,1251,60,1046,88,305,5,4726,723,828,516,74,26,2579.25,2634.6690202702703,2691.2788005706725,2749.104926150502,2808.173531996168,2868.511314643113,2930.1455442415263
"""13009""","""Baldwin""","""Milledgeville, GA""",31.0,45111.0,16191.0,165072.0,60,73,42,28,35,19,32,38,24,8.35,3.09,1.79,2,2,20215,19486,21781,0,0,0,13143,12624,14785,10186,9773,11601,2949,2843,3176,8,8,8,10,10,10,1.7,2.2,0.49,0.1,3464,59,3849,85,113,15,4106,969,1031,671,67,33,28981.89,29604.60898783784,30240.708018792735,30890.47458298031,31554.202347668674,32232.191290003717,32924.74783258623
"""13011""","""Banks""","""""",7.0,18708.0,6740.0,148526.11,62,75,48,28,35,22,34,39,27,10.61,0.5,2.1,2,2,25465,24626,25793,0,0,0,16259,15028,16714,12537,11428,12945,3714,3593,3761,8,8,8,10,10,10,1.5,0.9,0.16,0.05,3295,68,3337,86,171,8,3197,1126,1238,768,79,21,14154.0,14458.119729729731,14768.773923922574,15086.10298526091,15410.250333187463,15741.36246872487,16079.589040688015
"""13013""","""Barrow""","""Atlanta-Sandy Springs-Alpharetta, GA""",34.0,78991.0,26305.0,103067.51,45,55,48,20,25,22,24,30,26,10.48,3.58,2.19,2,2,24847,24294,24356,1,1,1,16725,16299,16432,13089,12744,12869,3624,3543,3552,12,12,11,15,15,14,1.5,2.4,0.53,0.26,6541,83,6584,84,85,20,2521,1150,1169,959,78,22,57607.95,58845.74243918919,60110.1306888961,61401.686199644,62720.99270042014,64068.64646249674,65445.25656892066
"""13015""","""Bartow""","""Atlanta-Sandy Springs-Alpharetta, GA""",49.0,104919.0,37627.0,294056.75,44,54,47,21,26,22,23,28,25,9.29,3.48,2.07,2,2,23229,22659,22723,1,1,1,15794,15347,15497,12396,12032,12173,3388,3304,3314,11,11,11,14,14,13,1.5,2.2,0.5,0.13,5935,72,6868,85,82,23,2761,1174,1263,879,69,31,77887.89,79561.42709594595,81270.92262408858,83017.14920479535,84800.89605933083,86622.96936655158,88484.19262726534
"""13017""","""Ben Hill""","""Fitzgerald, GA""",15.0,17033.0,6443.0,160077.72,68,82,38,28,35,14,40,47,24,7.62,1.86,1.75,2,2,19415,18250,22009,0,0,0,12798,12168,15069,9960,9500,11854,2832,2662,3210,6,6,5,7,7,7,2.0,0.5,0.57,0.04,2287,65,1855,87,88,9,3586,755,780,603,66,34,11275.25,11517.515506756758,11764.986448050586,12017.774670380322,12275.994423433089,12539.762411720369,12809.19784732355
"""13019""","""Berrien""","""""",15.0,19152.0,7367.0,290160.0,60,73,41,23,29,15,36,43,26,9.93,0.63,1.96,2,2,23990,23013,25647,0,0,0,14602,13976,16381,11097,10614,12636,3500,3357,3740,5,5,5,6,6,7,1.2,0.3,0.37,0.03,1702,61,1377,88,236,6,4385,789,841,624,70,30,14439.32,14749.570254054055,15066.48669599927,15390.212558791689,15720.894152960322,16058.680932733389,16403.725563585365
"""13021""","""Bibb""","""Macon-Bibb County, GA""",126.0,153200.0,58116.0,159905.57,56,69,42,27,34,19,29,34,22,7.63,6.53,1.74,2,2,19217,18805,19838,1,1,1,12704,12205,14011,9883,9443,11101,2803,2743,2893,18,19,17,22,23,21,2.5,3.5,1.73,0.36,7345,66,9335,83,51,38,2552,1014,1093,762,61,39,101121.84,103294.59304864865,105514.03092631557,107781.15672594857,110096.99509343856,112462.5926907165,114879.01866880083
"""13023""","""Bleckley""","""""",8.0,12807.0,4176.0,138158.0,55,66,43,23,28,17,33,38,26,10.15,0.9,2.04,2,2,24679,23881,25145,0,0,0,15837,14624,16361,12232,11134,12688,3599,3484,3667,6,6,6,8,8,8,1.4,0.7,0.47,0.03,1900,69,1601,87,199,7,3626,908,1016,478,80,20,8519.04,8702.084237837838,8889.06145321841,9080.056152010535,9275.154655817249,9474.44514098954,9678.017678478369
"""13025""","""Brantley""","""Brunswick, GA""",9.0,18756.0,6823.0,283664.0,54,65,45,23,28,18,31,36,26,10.41,0.37,2.05,2,2,24846,24223,25963,0,0,0,15885,14718,16598,12256,11178,12805,3623,3534,3786,6,6,7,8,8,9,2.3,0.6,0.2,0.02,1817,47,1283,87,239,7,4184,961,1040,567,83,17,13987.15,14287.68470945946,14594.67685389244,14908.265180888238,15228.591419234352,15555.800342971956,15890.039836827706
"""13027""","""Brooks""","""Valdosta, GA""",15.0,15590.0,6335.0,315637.42,64,78,45,28,36,19,36,43,26,9.68,0.85,1.98,2,2,24629,23767,25698,0,0,0,14855,14225,16454,11256,10752,12700,3593,3467,3748,6,6,6,8,7,8,0.9,0.7,0.28,0.02,1722,64,1474,87,294,4,5138,989,1123,703,79,21,12543.3,12812.811445945947,13088.113745933164,13369.331325068755,13656.591281918207,13950.023445948613,14249.760436206157
"""13029""","""Bryan""","""Savannah, GA""",14.0,37063.0,13048.0,280029.99,58,71,55,31,39,29,27,33,26,10.13,1.8,2.07,2,2,24430,23823,24562,0,0,0,15976,15516,16081,12405,12034,12492,3563,3474,3582,8,8,8,10,10,10,1.2,2.4,0.31,0.05,3199,75,2745,84,112,6,4220,1538,1580,1376,73,27,27009.359999999997,27589.696248648648,28182.501884261506,28788.04483015307,29406.598766368526,30038.443253375634,30683.863858414385
"""13031""","""Bulloch""","""Statesboro, GA""",42.0,76120.0,27375.0,432608.02,55,68,42,26,33,19,29,35,23,8.56,3.64,1.82,2,2,20852,20153,22071,0,0,0,13360,12869,14724,10310,9921,11498,3042,2940,3219,8,8,8,10,10,10,2.1,2.7,0.37,0.06,3296,56,4095,84,116,9,3399,990,976,810,60,40,49822.5,50893.01047297298,51986.52245475713,53103.53016696069,54244.53845027783,55410.062992655425,56600.63056236249
"""13033""","""Burke""","""Augusta-Richmond County, GA-SC""",16.0,22520.0,8193.0,529301.49,52,62,44,22,27,18,30,35,26,10.06,0.7,2.06,2,2,25342,24622,25486,0,0,0,16046,14881,16305,12344,11282,12582,3696,3592,3717,7,6,6,8,8,8,1.6,0.8,0.32,0.02,1908,55,2904,87,251,3,4379,961,1063,574,75,25,16877.58,17240.219894594597,17610.65164638386,17989.04267500211,18375.56399734337,18770.39030485386,19173.70004248518
"""13035""","""Butts""","""Atlanta-Sandy Springs-Alpharetta, GA""",14.0,24090.0,8279.0,117561.39,42,51,45,18,23,20,24,29,25,9.49,1.42,2.09,2,2,24265,23720,23721,0,0,0,16079,15597,15757,12531,12129,12289,3539,3459,3459,9,9,9,11,11,11,1.2,2.1,0.28,0.07,3721,75,3868,85,136,15,3261,1027,1072,711,73,27,17303.11,17674.89303918919,18054.664389625825,18442.595692051567,18838.86227516457,19243.643234860676,19657.121515177278
"""13037""","""Calhoun""","""""",6.0,6365.0,1736.0,179445.55,70,84,42,28,35,15,41,49,26,9.95,0.15,1.89,2,2,23658,22598,25979,0,0,0,14175,13454,16595,10719,10153,12801,3451,3297,3789,5,5,5,6,6,6,1.1,0.2,0.48,0.01,1149,60,1048,88,276,4,4017,799,980,490,74,26,3281.04,3351.5380216216217,3423.550798032141,3497.1108759898584,3572.25150156856,3649.006635183344,3727.4109669393106
"""13039""","""Camden""","""St. Marys, GA""",24.0,53231.0,19338.0,403402.0,52,63,47,25,32,23,27,31,25,9.43,4.13,1.99,2,2,22752,22061,22907,0,0,0,15258,14184,15408,11932,10958,12060,3318,3218,3341,8,8,7,9,9,9,1.8,2.1,0.51,0.05,3326,67,2722,85,72,9,4204,1200,1244,975,67,33,38482.62,39309.4762945946,40154.09882578927,41016.86932758663,41898.177736111815,42798.42236584719,43718.01008965391
"""13043""","""Candler""","""""",8.0,10812.0,4013.0,155557.75,72,88,42,32,40,17,40,47,25,8.11,0.43,1.8,2,2,21933,20838,24086,0,0,0,13437,12818,15520,10232,9773,12002,3200,3040,3513,5,5,6,7,7,7,2.2,1.0,0.23,0.03,1641,53,1509,86,153,8,3214,905,1194,508,64,36,7223.400000000001,7378.605486486487,7537.145793560995,7699.092574801022,7864.519023367693,8033.499905086,8206.11159223582
"""13045""","""Carroll""","""Atlanta-Sandy Springs-Alpharetta, GA""",53.0,117183.0,41903.0,319377.25,42,52,45,19,23,20,23,28,25,9.55,2.89,2.09,2,2,23873,23315,23358,0,0,0,15968,15519,15669,12476,12109,12253,3482,3400,3406,10,10,10,13,13,12,1.5,2.4,0.66,0.13,4879,74,5712,84,98,15,3023,1069,1127,835,70,30,87577.26999999999,89458.99782837837,91381.15737631246,93344.61737939809,95350.26523930678,97399.00742485406,99491.7698816854
"""13047""","""Catoosa""","""Chattanooga, TN-GA""",34.0,66700.0,24778.0,103783.81,52,62,45,24,30,20,28,33,25,9.26,5.14,1.96,2,2,21558,21016,22287,1,1,1,14906,13867,15403,11749,10788,12139,3144,3066,3250,13,13,14,17,17,17,1.7,3.2,0.75,0.24,7706,73,7195,83,69,27,2717,1057,1174,625,77,23,48564.88,49608.36863783784,50674.27818019139,51763.09037352252,52875.297315332,54011.40167656684,55171.91692880659
"""13049""","""Charlton""","""""",6.0,13040.0,3675.0,499254.81,62,75,43,26,33,18,36,42,25,10.15,0.54,1.99,2,2,24712,23570,24456,0,0,0,14915,14233,15980,11303,10787,12408,3605,3438,3567,7,7,6,8,8,7,1.7,0.4,0.37,0.01,1693,49,1576,87,210,4,3526,924,1063,580,76,24,7313.25,7470.386047297297,7630.898396151389,7794.859591420047,7962.343736695155,8133.426527794416,8308.185286972703
"""13051""","""Chatham""","""Savannah, GA""",204.0,288496.0,108568.0,277194.25,50,62,48,27,34,26,23,28,22,7.76,11.47,1.84,2,2,19316,19041,19376,1,2,1,13850,13385,13956,11020,10594,11118,2817,2777,2826,13,13,13,18,19,18,2.9,4.2,1.65,0.39,9585,63,14724,82,38,31,3101,1345,1405,1069,60,40,199765.12,204057.37055135137,208441.84648617095,212920.52940391435,217495.44348164715,222168.65638888793,226942.28022210867
"""13053""","""Chattahoochee""","""Columbus, GA-AL""",10.0,10560.0,2570.0,159192.32,57,69,44,29,36,22,29,33,23,8.78,1.55,1.76,2,2,20744,19903,21741,0,0,0,13580,12538,14203,10549,9628,11026,3025,2904,3171,6,6,6,8,8,8,2.7,1.4,1.17,0.02,2678,36,2430,86,91,12,2564,1139,450,1017,42,58,4523.2,4620.387675675675,4719.66357303141,4821.072560614112,4924.660471038119,5030.4741216996135,5138.561335936133
"""13055""","""Chattooga""","""Summerville, GA""",22.0,24812.0,9260.0,200528.77,64,78,41,28,34,16,37,44,25,8.84,1.8,1.83,2,2,21306,20467,23204,0,0,0,13479,12883,15499,10364,9890,12108,3108,2986,3384,7,7,7,9,9,9,1.1,1.5,0.25,0.05,2880,66,2913,86,155,10,3895,846,953,570,72,28,16945.8,17309.905702702705,17681.83475766618,18061.755261243063,18449.83892158599,18846.261136252502,19251.201071477386
"""13057""","""Cherokee""","""Atlanta-Sandy Springs-Alpharetta, GA""",85.0,247515.0,88137.0,269494.83,51,63,55,28,35,30,24,29,25,9.81,7.88,2.13,2,2,23102,22639,22662,1,1,1,16127,15708,15835,12757,12405,12529,3369,3302,3305,1,1,0,1,1,1,1.2,3.4,0.81,0.33,12019,82,12421,83,76,20,3070,1581,1647,1136,78,22,187731.81,191765.50699864866,195885.87397334937,200094.77315737132,204394.1067968338,208785.81801044146,213271.89166769283
"""13059""","""Clarke""","""Athens-Clarke County, GA""",72.0,126176.0,48844.0,76302.3,52,62,40,26,33,20,26,30,20,6.28,8.09,1.62,2,2,16430,16003,17126,2,3,2,12158,11186,12839,9711,8796,10293,2396,2335,2498,51,55,48,64,69,60,3.7,4.6,1.52,0.64,10207,47,15223,81,39,40,2400,1034,1139,885,44,56,79127.28,80827.44723243243,82564.1450851293,84338.15847276924,86150.28917508957,88001.35619925703,89892.19615002486
"""13061""","""Clay""","""""",3.0,2951.0,1242.0,125058.33,101,122,43,48,60,17,53,63,26,8.67,0.31,1.64,2,2,20369,19292,24679,0,0,0,11777,11163,16260,8729,8276,12655,3043,2882,3599,5,5,6,6,6,8,1.2,0.5,0.23,0.01,1420,58,1087,87,242,5,4292,890,1050,371,84,16,2036.8799999999999,2080.6453945945946,2125.351153748722,2171.0174825927825,2217.665020394438,2265.314849886697,2313.988506796425
"""13063""","""Clayton""","""Atlanta-Sandy Springs-Alpharetta, GA""",126.0,283538.0,94279.0,90647.72,40,49,43,19,24,21,21,25,22,7.83,12.78,1.93,2,2,19180,18923,18855,2,2,2,14358,13921,14077,11517,11116,11284,2797,2760,2750,44,45,44,40,41,39,3.7,4.0,2.1,1.04,16784,65,20718,82,31,58,1671,1088,1044,1016,55,45,181958.47,185868.11820675677,189861.77101687493,193941.2333941294,198108.3490846249,202365.00145009186,206713.1143190871
"""13065""","""Clinch""","""""",7.0,6686.0,2477.0,521596.44,82,97,41,35,44,15,48,54,26,8.72,0.47,1.77,2,2,21142,20002,24382,0,0,0,13148,11912,16168,10058,8919,12607,3084,2988,3556,5,5,5,6,6,7,1.5,0.4,0.72,0.0,1223,58,1249,87,178,5,4185,803,955,339,79,21,4384.29,4478.492987837838,4574.720066900841,4673.014727797764,4773.421395597744,4875.98544990856,4980.753245386326
"""13067""","""Cobb""","""Atlanta-Sandy Springs-Alpharetta, GA""",350.0,751218.0,280374.0,217450.09,48,59,52,27,34,29,21,25,22,7.77,13.45,1.93,2,2,18763,18450,18419,2,2,2,14296,13891,14024,11533,11173,11312,2736,2691,2686,27,27,26,10,11,10,3.7,5.4,3.69,1.29,20876,66,32853,80,26,83,1505,1540,1571,1127,67,33,541121.82,552748.6266729729,564625.2525704058,576757.0654296889,589149.5483220295,601808.3021305704,614739.0480817544
"""13069""","""Coffee""","""Douglas, GA""",27.0,43021.0,14438.0,379041.49,63,77,43,28,35,18,35,42,25,8.94,1.47,1.92,2,2,22587,21581,23762,0,0,0,14187,13597,15697,10886,10442,12226,3295,3148,3465,6,6,6,7,7,7,2.1,0.9,0.3,0.04,2041,57,2646,87,133,9,3343,954,1152,609,68,32,27720.96,28316.586032432435,28925.009975561727,29546.506811523122,30181.357430851796,30829.848759433615,31492.27388818361
"""13071""","""Colquitt""","""Moultrie, GA""",30.0,45486.0,15505.0,350103.0,67,82,41,28,35,16,39,46,25,9.46,1.88,1.91,2,2,22666,21507,23989,0,0,0,14126,13501,15786,10813,10357,12282,3307,3137,3498,7,6,6,8,8,8,2.1,1.1,0.27,0.04,2341,56,2507,87,148,9,3503,858,915,662,69,31,29614.55,30250.862628378378,30900.847379447594,31564.798019087077,32243.01462517287,32935.80372320023,33643.47842482035
"""13073""","""Columbia""","""Augusta-Richmond County, GA-SC""",55.0,150705.0,47215.0,185655.17,63,77,54,33,41,28,31,36,26,11.02,8.62,2.13,2,2,24414,23801,24581,1,1,1,16307,15229,16504,12745,11755,12918,3560,3472,3585,1,1,1,1,1,1,1.1,3.1,0.56,0.25,7792,81,8036,83,102,16,5208,1457,1483,1030,83,17,100567.95,102728.80189864866,104936.08291241692,107190.79063985939,109493.94411441854,111846.58426498511,114249.7743863544
"""13075""","""Cook""","""""",15.0,17177.0,6217.0,146188.95,61,75,43,27,33,18,35,41,25,9.19,1.41,1.96,2,2,22821,21753,23954,0,0,0,14482,13874,15936,11147,10695,12438,3329,3173,3493,5,5,5,7,7,6,2.6,0.4,0.52,0.04,1867,59,1657,88,106,9,2862,925,994,754,72,28,12185.32,12447.139713513514,12714.585012763333,12987.776771821356,13266.8384619186,13551.896207249014,13843.078841972338
"""13077""","""Coweta""","""Atlanta-Sandy Springs-Alpharetta, GA""",57.0,143260.0,52035.0,282188.32,48,59,52,24,30,26,24,29,25,10.02,5.29,2.13,2,2,23954,23432,23474,1,1,1,16206,15781,15915,12712,12364,12492,3493,3417,3423,0,0,0,0,0,0,1.0,2.9,0.86,0.18,6713,84,7151,84,90,17,2818,1383,1462,1099,74,26,110834.54999999999,113215.9950608108,115648.60900873905,118133.49128338628,120671.76494744825,123264.57719429207,125913.0998664397
"""13079""","""Crawford""","""Macon-Bibb County, GA""",8.0,12325.0,4510.0,207944.29,60,74,45,26,32,18,35,42,27,11.16,0.33,2.03,2,2,26354,25642,27407,0,0,0,15376,14790,16903,11524,11042,12898,3845,3741,3997,7,7,8,9,9,10,1.2,0.8,0.2,0.02,2427,53,1941,87,453,5,5169,949,1055,569,82,18,9155.3,9352.01522972973,9552.957178584735,9758.216663908379,9967.886454389654,10182.06131199073,10400.838034775397
"""13081""","""Crisp""","""Cordele, GA""",20.0,22713.0,8585.0,174514.65,63,77,39,27,33,15,36,43,24,7.38,1.83,1.79,2,2,20244,19195,22236,0,0,0,13092,12484,15016,10133,9678,11768,2953,2800,3243,6,6,6,7,7,7,1.7,1.2,0.42,0.05,2329,60,2555,86,105,9,3669,801,871,571,62,38,15367.15,15697.33606081081,16034.616659955262,16379.144234135381,16731.074495382345,17090.56650143178,17457.782727611193
"""13083""","""Dade""","""Chattanooga, TN-GA""",8.0,16197.0,6195.0,111346.82,51,62,44,23,29,19,28,33,25,9.12,0.93,1.96,2,2,22494,21904,23341,0,0,0,15040,13939,15594,11752,10735,12182,3280,3195,3404,8,8,8,10,10,10,1.9,1.9,0.25,0.06,3019,68,2978,85,100,11,2685,1019,1127,678,75,25,12142.199999999999,12403.093216216215,12669.592110997079,12941.817130679314,13219.891309568235,13503.940325544094,13794.092556863217
"""13085""","""Dawson""","""Atlanta-Sandy Springs-Alpharetta, GA""",10.0,24536.0,9041.0,134929.77,49,60,53,24,30,26,25,30,27,10.66,1.31,2.21,2,2,25787,25273,25268,1,1,1,17012,16552,16695,13240,12855,13000,3761,3686,3685,11,11,11,14,13,13,0.8,2.2,0.25,0.07,4678,82,5258,85,134,12,3496,1376,1471,662,84,16,19980.61,20409.92310675676,20848.46064378032,21296.42081166695,21754.006069647363,22221.42322708979,22698.88353696915
"""13087""","""Decatur""","""Bainbridge, GA""",21.0,26682.0,10084.0,382189.34,60,73,42,26,32,17,34,41,25,9.17,2.34,1.9,2,2,22254,21307,23921,0,0,0,14055,13458,15760,10804,10344,12267,3246,3108,3488,5,5,5,7,7,7,1.2,0.7,0.21,0.03,2103,66,2289,87,165,7,4269,890,1025,676,64,36,19159.6,19571.272486486487,19991.790368290724,20421.343701879672,20860.12662736601,21308.33745625131,21766.178761054547
"""13089""","""DeKalb""","""Atlanta-Sandy Springs-Alpharetta, GA""",390.0,749323.0,282436.0,171383.22,46,56,49,26,33,29,19,23,21,6.47,15.3,1.8,2,2,16160,15975,15887,5,5,5,13223,12788,12947,10766,10354,10529,2357,2330,2317,101,104,101,92,95,92,4.2,6.9,3.28,1.65,27463,57,41331,78,26,78,1609,1493,1602,1134,59,41,508384.8,519308.2031351352,530466.3118241199,541864.1690646651,553506.9262107844,565399.8453009891,577548.3014365104
"""13091""","""Dodge""","""""",17.0,20829.0,7628.0,317411.66,59,72,40,24,30,15,36,43,25,8.69,0.97,1.88,2,2,22619,21812,24475,0,0,0,13979,13389,15891,10673,10201,12316,3300,3182,3569,6,6,6,7,7,8,1.6,1.1,0.21,0.02,1656,55,1504,86,205,6,3943,779,877,443,74,26,14340.64,14648.769967567569,14963.520565519359,15285.034047940653,15613.455725457217,15948.93403090961,16291.620586438616
"""13093""","""Dooly""","""""",9.0,13736.0,5020.0,251283.21,65,79,42,26,33,16,39,46,26,9.83,0.31,1.94,2,2,23472,22535,25660,0,0,0,14440,13790,16621,11011,10497,12874,3424,3287,3742,5,5,6,7,6,7,1.4,0.3,0.82,0.02,1733,68,1573,88,196,5,3498,818,910,521,75,25,9738.8,9948.052594594594,10161.801292235208,10380.142698379183,10603.175494195708,10831.000481165589,11063.720626639284
"""13095""","""Dougherty""","""Albany, GA""",69.0,89703.0,34087.0,210370.77,52,63,39,24,30,17,28,33,22,7.27,6.54,1.69,2,2,18772,18411,19349,1,1,1,12377,11838,13712,9620,9132,10873,2739,2686,2822,19,20,18,23,25,22,1.5,3.1,0.8,0.16,5929,62,7881,83,53,19,3333,895,958,714,55,45,57607.03,58844.802671621626,60109.17072902539,61400.7056136085,62719.99104503605,64067.62328505777,65444.211406993476
"""13097""","""Douglas""","""Atlanta-Sandy Springs-Alpharetta, GA""",55.0,143316.0,49187.0,128094.88,45,55,48,22,27,24,23,28,24,9.35,6.16,2.04,2,2,22214,21800,21803,1,1,1,15469,15053,15189,12228,11873,12008,3240,3179,3180,1,1,1,0,0,0,1.6,3.7,1.09,0.38,10426,77,11783,82,86,25,2960,1250,1263,1028,67,33,100341.48,102497.46585405405,104699.7762690263,106949.4065969689,109247.37357655243,111594.71579258918,113992.49414542996
"""13099""","""Early""","""""",13.0,10312.0,4074.0,328063.17,81,98,44,35,44,17,45,54,26,9.7,0.21,1.83,2,2,23470,22349,26443,0,0,0,13816,13150,16487,10388,9885,12625,3424,3260,3856,5,5,5,6,6,6,1.2,0.6,0.33,0.01,1217,71,1116,87,270,6,3985,905,1015,638,70,30,7455.42,7615.610781081082,7779.243499215122,7946.392109536096,8117.1321562139665,8291.540806597483,8469.696886090593
"""13101""","""Echols""","""Valdosta, GA""",3.0,3981.0,1561.0,269060.15,59,72,42,23,29,15,36,43,26,10.64,0.15,1.99,2,2,25913,24982,27073,0,0,0,15058,14460,16607,11272,10811,12653,3780,3644,3948,6,5,6,7,7,7,1.6,0.4,0.17,0.01,1467,39,1175,88,392,3,5595,798,859,673,73,27,3106.39,3173.1354067567568,3241.314937793828,3310.959407403182,3382.1002919676557,3454.7697441869614,3529.000607609357
"""13103""","""Effingham""","""Savannah, GA""",22.0,60477.0,21172.0,306443.48,54,66,51,25,32,24,28,34,27,11.24,1.83,2.16,2,2,25988,25346,26128,0,0,0,16690,16224,16797,12893,12520,12980,3790,3696,3810,7,7,7,9,9,9,1.4,1.3,0.36,0.07,3113,71,2545,86,158,9,3609,1263,1333,1021,77,23,45731.520000000004,46714.12968648649,47717.85220272317,48743.141189241134,49790.460033712676,50860.28208038299,51953.090844002036
